# CIE standard illuminant D65 paired with a Rayleigh-scattered sky.
# Generated by scripts/make_d65_sun_sky.py -- do not edit by hand.
#
# Column 2 is D65 exactly as published (see assets/luts/README.md for its
# DOI). Column 3 is D65 * (lambda/560)^-4, a single-scattering sky and
# nothing more: no ozone Chappuis band, no multiple scattering, no angular
# variation. Use the NN atmosphere if those matter.
#
# Exponent 4 is pure Rayleigh and renders BLUER than a photograph, because a
# real clear sky also carries aerosol scattering, which is nearly
# wavelength-neutral and dilutes the blue. This file uses 4.
#
# The sky carries 8% of the beam's luminance.
#
# Usage:
#   solar_lut = "assets/luts/D65_sun_rayleigh_sky.csv"
#   solar_lut_columns = [2, 3]
#   solar_lut_normalise = "unit_luminance"
#
# wavelength_nm  direct(D65)  diffuse(Rayleigh sky)
300.0	0.034100	0.030585
301.0	0.360140	0.318748
302.0	0.686180	0.599311
303.0	1.012220	0.872461
304.0	1.338260	1.138382
305.0	1.664300	1.397250
306.0	1.990340	1.649238
307.0	2.316380	1.894515
308.0	2.642420	2.133245
309.0	2.968460	2.365588
310.0	3.294500	2.591699
311.0	4.988650	3.874211
312.0	6.682800	5.123678
313.0	8.376950	6.340892
314.0	10.071100	7.526621
315.0	11.765200	8.681582
316.0	13.459400	9.806615
317.0	15.153500	10.902288
318.0	16.847700	11.969442
319.0	18.541800	13.008611
320.0	20.236000	14.020597
321.0	21.917700	14.997422
322.0	23.599500	15.948545
323.0	25.281200	16.874439
324.0	26.963000	17.775831
325.0	28.644700	18.653167
326.0	30.326500	19.507142
327.0	32.008200	20.338176
328.0	33.690000	21.146933
329.0	35.371700	21.933811
330.0	37.053500	22.699445
331.0	37.343000	22.601589
332.0	37.632600	22.503685
333.0	37.922100	22.405632
334.0	38.211600	22.307511
335.0	38.501100	22.209340
336.0	38.790700	22.111197
337.0	39.080200	22.012984
338.0	39.369700	21.914777
339.0	39.659300	21.816647
340.0	39.948800	21.718500
341.0	40.445100	21.731522
342.0	40.941400	21.742026
343.0	41.437700	21.750083
344.0	41.934000	21.755761
345.0	42.430200	21.759076
346.0	42.926500	21.760198
347.0	43.422800	21.759138
348.0	43.919100	21.755958
349.0	44.415400	21.750719
350.0	44.911700	21.743481
351.0	45.084400	21.579411
352.0	45.257000	21.416912
353.0	45.429700	21.256062
354.0	45.602300	21.096745
355.0	45.775000	20.939036
356.0	45.947700	20.782871
357.0	46.120300	20.628185
358.0	46.293000	20.475050
359.0	46.465600	20.323360
360.0	46.638300	20.173185
361.0	47.183400	20.183765
362.0	47.728500	20.192275
363.0	48.273500	20.198729
364.0	48.818600	20.203264
365.0	49.363700	20.205891
366.0	49.908800	20.206660
367.0	50.453900	20.205623
368.0	50.998900	20.202787
369.0	51.544000	20.198281
370.0	52.089100	20.192110
371.0	51.877700	19.894216
372.0	51.666400	19.600998
373.0	51.455000	19.312300
374.0	51.243700	19.028117
375.0	51.032300	18.748297
376.0	50.820900	18.472800
377.0	50.609600	18.201587
378.0	50.398200	17.934513
379.0	50.186900	17.671576
380.0	49.975500	17.412636
381.0	50.442800	17.391660
382.0	50.910000	17.369663
383.0	51.377300	17.346743
384.0	51.844600	17.322891
385.0	52.311800	17.298104
386.0	52.779100	17.272473
387.0	53.246400	17.245991
388.0	53.713700	17.218683
389.0	54.180900	17.190542
390.0	54.648200	17.161656
391.0	57.458900	17.860435
392.0	60.269500	18.543644
393.0	63.080200	19.211648
394.0	65.890900	19.864713
395.0	68.701500	20.503103
396.0	71.512200	21.127161
397.0	74.322900	21.737139
398.0	77.133600	22.333309
399.0	79.944200	22.915911
400.0	82.754900	23.485267
401.0	83.628000	23.497192
402.0	84.501100	23.507146
403.0	85.374200	23.515175
404.0	86.247300	23.521326
405.0	87.120400	23.525644
406.0	87.993600	23.528200
407.0	88.866700	23.528984
408.0	89.739800	23.528064
409.0	90.612900	23.525483
410.0	91.486000	23.521281
411.0	91.680600	23.342744
412.0	91.875200	23.166007
413.0	92.069700	22.991022
414.0	92.264300	22.817816
415.0	92.458900	22.646343
416.0	92.653500	22.476582
417.0	92.848100	22.308509
418.0	93.042600	22.142082
419.0	93.237200	21.977328
420.0	93.431800	21.814201
421.0	92.756800	21.451572
422.0	92.081900	21.094354
423.0	91.406900	20.742412
424.0	90.732000	20.395709
425.0	90.057000	20.054115
426.0	89.382100	19.717594
427.0	88.707100	19.386019
428.0	88.032200	19.059356
429.0	87.357200	18.737485
430.0	86.682300	18.420370
431.0	88.500600	18.632833
432.0	90.318800	18.840175
433.0	92.137100	19.042533
434.0	93.955400	19.239978
435.0	95.773600	19.432583
436.0	97.591900	19.620477
437.0	99.410200	19.803728
438.0	101.228000	19.982323
439.0	103.047000	20.156681
440.0	104.865000	20.326453
441.0	106.079000	20.375901
442.0	107.294000	20.423403
443.0	108.508000	20.468622
444.0	109.722000	20.511791
445.0	110.936000	20.552952
446.0	112.151000	20.592329
447.0	113.365000	20.629593
448.0	114.579000	20.664967
449.0	115.794000	20.698670
450.0	117.008000	20.730380
451.0	117.088000	20.561177
452.0	117.169000	20.393921
453.0	117.249000	20.228240
454.0	117.330000	20.064457
455.0	117.410000	19.902208
456.0	117.490000	19.741643
457.0	117.571000	19.582907
458.0	117.651000	19.425646
459.0	117.732000	19.270169
460.0	117.812000	19.116129
461.0	117.517000	18.903349
462.0	117.222000	18.693171
463.0	116.927000	18.485559
464.0	116.632000	18.280478
465.0	116.336000	18.077737
466.0	116.041000	17.877614
467.0	115.746000	17.679917
468.0	115.451000	17.484614
469.0	115.156000	17.291671
470.0	114.861000	17.101055
471.0	114.967000	16.971934
472.0	115.073000	16.844076
473.0	115.180000	16.717613
474.0	115.286000	16.592238
475.0	115.392000	16.468082
476.0	115.498000	16.345131
477.0	115.604000	16.223371
478.0	115.711000	16.102927
479.0	115.817000	15.983505
480.0	115.923000	15.865232
481.0	115.212000	15.637206
482.0	114.501000	15.412138
483.0	113.789000	15.189851
484.0	113.078000	14.970573
485.0	112.367000	14.754129
486.0	111.656000	14.540480
487.0	110.945000	14.329586
488.0	110.233000	14.121281
489.0	109.522000	13.915784
490.0	108.811000	13.712929
491.0	108.865000	13.608306
492.0	108.920000	13.504825
493.0	108.974000	13.402227
494.0	109.028000	13.300624
495.0	109.082000	13.200004
496.0	109.137000	13.100475
497.0	109.191000	13.001787
498.0	109.245000	12.904047
499.0	109.300000	12.807363
500.0	109.354000	12.711489
501.0	109.199000	12.592429
502.0	109.044000	12.474658
503.0	108.888000	12.358047
504.0	108.733000	12.242806
505.0	108.578000	12.128807
506.0	108.423000	12.016033
507.0	108.268000	11.904469
508.0	108.112000	11.793991
509.0	107.957000	11.684804
510.0	107.802000	11.576782
511.0	107.501000	11.454355
512.0	107.200000	11.333308
513.0	106.898000	11.213518
514.0	106.597000	11.095178
515.0	106.296000	10.978165
516.0	105.995000	10.862463
517.0	105.694000	10.748056
518.0	105.392000	10.634825
519.0	105.091000	10.522958
520.0	104.790000	10.412337
521.0	105.080000	10.361221
522.0	105.370000	10.310429
523.0	105.660000	10.259958
524.0	105.950000	10.209808
525.0	106.239000	10.159878
526.0	106.529000	10.110360
527.0	106.819000	10.061154
528.0	107.109000	10.012258
529.0	107.399000	9.963669
530.0	107.689000	9.915386
531.0	107.361000	9.810931
532.0	107.032000	9.707533
533.0	106.704000	9.605359
534.0	106.375000	9.504216
535.0	106.047000	9.404268
536.0	105.719000	9.305413
537.0	105.390000	9.207548
538.0	105.062000	9.110838
539.0	104.733000	9.015094
540.0	104.405000	8.920476
541.0	104.369000	8.851650
542.0	104.333000	8.783474
543.0	104.297000	8.715940
544.0	104.261000	8.649043
545.0	104.225000	8.582773
546.0	104.190000	8.517207
547.0	104.154000	8.452173
548.0	104.118000	8.387747
549.0	104.082000	8.323922
550.0	104.046000	8.260691
551.0	103.641000	8.168963
552.0	103.237000	8.078316
553.0	102.832000	7.988579
554.0	102.428000	7.899896
555.0	102.023000	7.812102
556.0	101.618000	7.725262
557.0	101.214000	7.639441
558.0	100.809000	7.554475
559.0	100.405000	7.470503
560.0	100.000000	7.387366
561.0	99.633400	7.307945
562.0	99.266800	7.229371
563.0	98.900300	7.151642
564.0	98.533700	7.074734
565.0	98.167100	6.998644
566.0	97.800500	6.923363
567.0	97.433900	6.848881
568.0	97.067400	6.775195
569.0	96.700800	6.702283
570.0	96.334200	6.630142
571.0	96.279600	6.580086
572.0	96.225000	6.530487
573.0	96.170300	6.481332
574.0	96.115700	6.432629
575.0	96.061100	6.384368
576.0	96.006500	6.336544
577.0	95.951900	6.289152
578.0	95.897200	6.242181
579.0	95.842600	6.195639
580.0	95.788000	6.149515
581.0	95.077800	6.062006
582.0	94.367500	5.975473
583.0	93.657300	5.889917
